customer_id,cluster,purchase_frequency,total_spend,avg_price,unique_products,unique_categories,recency_days,age,tenure_months,num_purchases,spend_per_visit,average_purchase_value,days_since_first_purchase,monetary_per_month,purchase_intensity,category_diversity_ratio,avg_items_per_purchase,price_sensitivity,spending_consistency,purchase_value_range,days_between_purchases,purchase_regularity,recent_activity_ratio,customer_value_score,price_std,total_quantity,customer_lifetime_days,feedback_sentiment,sentiment_encoded,gender,region,feedback_sentiment,sentiment_encoded
CUST00013,0,1,50,50.0,1,1,229,39,35,1,50.0,50.0,229,1.4285714285714286,0.004347826086956522,1.0,1.0,1.002462093863965,0.8026357929251943,0,0.0,1.0,0.13100436681222707,61.099999999999994,17677.66952966369,1,0,-0.3089,0,Male,South,-0.3089,0
CUST00014,1,6,766000,39500.0,4,2,449,55,38,6,127666.66666666667,127666.66666666667,1405,20157.894736842107,0.004267425320056899,0.5,2.8333333333333335,0.8499318992107228,0.8374743693705908,344000,159.33333333333334,0.0062370062370062365,0.066815144766147,306401.8,33572.31001882355,17,956,0.32085,2,Male,East,0.32085,2
CUST00015,1,2,490000,70000.0,1,1,619,46,40,2,245000.0,245000.0,705,12250.0,0.0028328611898017,1.0,3.5,0.0,0.9082526295194675,70000,43.0,0.022727272727272728,0.048465266558966075,196000.6,0.0,7,86,0.06575,1,Female,West,0.06575,1
CUST00016,0,2,45100,7550.0,2,2,412,29,9,2,22550.0,22550.0,512,5011.111111111111,0.003898635477582846,1.0,2.0,1.3954822569111998,0.5868644296714471,44900,50.0,0.0196078431372549,0.07281553398058252,18040.6,10535.891039679558,4,100,-0.01815,1,Female,East,-0.01815,1
CUST00017,1,5,150400,9420.0,5,3,483,63,51,5,30080.0,30080.0,1432,2949.0196078431372,0.0034891835310537334,0.6,3.4,0.6128861168458276,0.8749530909354609,59600,189.8,0.0052410901467505235,0.062111801242236024,60161.5,5773.387220687696,17,949,0.09579999999999997,1,Male,West,0.09579999999999997,1
CUST00018,1,7,441150,15721.42857142857,5,3,391,57,7,7,63021.42857142857,63021.42857142857,1323,63021.42857142857,0.005287009063444109,0.6,3.4285714285714284,0.9491016419986951,0.8496720415183044,224850,133.14285714285714,0.007454739084132056,0.07672634271099744,176462.1,14921.233671708056,24,932,0.4497285714285714,0,Female,North,0.4497285714285714,0
CUST00019,1,5,647300,27020.0,5,3,549,37,7,5,129460.0,129460.0,1215,92471.42857142857,0.004111842105263158,0.6,4.0,1.0920360019484179,0.8100090221414292,349700,133.2,0.00745156482861401,0.0546448087431694,258921.5,29506.81277264625,20,666,0.42196,2,Male,South,0.42196,2
CUST00020,0,5,99500,9620.0,3,2,25,36,55,5,19900.0,19900.0,1343,1809.090909090909,0.003720238095238095,0.6666666666666666,2.8,0.7731679876209803,0.8490764279170209,44500,263.6,0.0037792894935752075,1.2,39903.5,7437.87604091383,14,1318,0.30462,2,Female,West,0.30462,2
CUST00021,1,6,255700,10050.0,4,2,55,56,37,6,42616.666666666664,42616.666666666664,1015,6910.810810810811,0.005905511811023622,0.5,2.8333333333333335,1.804268485482072,0.7763566843682609,179950,160.0,0.006211180124223602,0.5454545454545454,102374.8,18132.898279094825,17,960,0.5428333333333333,0,Female,West,0.5428333333333333,0
CUST00022,1,8,301850,16781.25,6,3,36,25,41,8,37731.25,37731.25,970,7362.195121951219,0.008238928939237899,0.5,2.375,1.38569493113261,0.8103000844644381,209850,116.75,0.008492569002123142,0.8333333333333334,120841.09999999999,23253.693063069113,19,934,0.49851249999999997,0,Female,South,0.49851249999999997,0
CUST00023,1,7,605300,22442.85714285714,5,2,469,61,6,7,86471.42857142857,86471.42857142857,1358,100883.33333333333,0.0051508462104488595,0.4,3.5714285714285716,1.1494987647165589,0.8336887283617521,349900,127.0,0.0078125,0.06396588486140725,242122.1,25798.036562424484,25,889,0.07224285714285714,0,Female,East,0.07224285714285714,0
CUST00025,1,3,550000,51666.666666666664,2,1,499,23,24,3,183333.33333333334,183333.33333333334,1302,22916.666666666668,0.0023023791250959325,0.5,3.6666666666666665,0.6145986736534726,0.8303163887983428,220000,267.6666666666667,0.003722084367245657,0.06012024048096192,220000.9,31754.26480542942,11,803,0.48423333333333335,0,Male,West,0.48423333333333335,0
CUST00026,1,5,523700,21440.0,4,3,408,51,5,5,104740.0,104740.0,1295,104740.0,0.0038580246913580245,0.75,4.2,1.3539486125711728,0.7816795231085673,349700,177.4,0.005605381165919282,0.07352941176470588,209481.5,29028.658253525944,21,887,0.55472,2,Female,East,0.55472,2
CUST00027,1,5,236200,16820.0,4,3,47,64,25,5,47240.0,47240.0,773,9448.0,0.006459948320413436,0.75,2.4,1.7755088386382103,0.7215317195296717,209800,145.2,0.006839945280437757,0.6382978723404256,94576.9,29864.058665894696,12,726,0.63724,2,Female,South,0.63724,2
CUST00028,1,5,468000,21000.0,5,2,77,63,50,5,93600.0,93600.0,1283,9360.0,0.003894080996884735,0.4,3.6,1.3162166629605003,0.764416405922202,344000,241.2,0.004128819157720892,0.38961038961038963,187287.9,27640.549922170507,18,1206,0.054299999999999994,1,Male,South,0.054299999999999994,1
CUST00029,1,5,499300,23820.0,4,3,616,42,38,5,99860.0,99860.0,1264,13139.473684210527,0.003952569169960474,0.75,3.0,1.1451126517110526,0.7704185521649723,349700,129.6,0.007656967840735069,0.048701298701298704,199721.5,27276.583363757272,15,648,0.1815,0,Female,North,0.1815,0
CUST00030,1,5,357000,20400.0,3,2,186,62,20,5,71400.0,71400.0,1302,17850.0,0.003837298541826554,0.6666666666666666,3.2,0.3131121455425747,0.8891146343480727,113000,223.2,0.0044603033006244425,0.16129032258064516,142855.2,6387.487769068524,16,1116,0.42669999999999997,2,Male,West,0.42669999999999997,2
CUST00031,0,4,139150,10262.5,3,3,3,41,25,4,34787.5,34787.5,1208,5566.0,0.0033085194375516956,1.0,3.5,1.0246523283793292,0.8158272739741322,74850,301.25,0.0033085194375516956,10.0,55769.799999999996,10515.494519992866,14,1205,0.331325,2,Male,South,0.331325,2
CUST00032,0,1,400,100.0,1,1,611,31,10,1,400.0,400.0,611,40.0,0.0016339869281045752,1.0,4.0,1.002462093863965,0.8026357929251943,0,0.0,1.0,0.049099836333878884,160.3,17677.66952966369,4,0,0.4404,2,Female,East,0.4404,2
CUST00033,0,2,60500,7550.0,2,2,583,59,47,2,30250.0,30250.0,1288,1287.2340425531916,0.0015515903801396431,1.0,4.5,1.3954822569111998,0.589824675311805,59500,352.5,0.002828854314002829,0.051457975986277875,24200.6,10535.891039679558,9,705,0.05559999999999998,1,Female,South,0.05559999999999998,1
CUST00034,1,6,412000,30333.333333333332,5,1,302,51,42,6,68666.66666666667,68666.66666666667,1451,9809.52380952381,0.004132231404958678,0.2,2.5,0.7551297820927244,0.889291756241076,128000,191.5,0.005194805194805195,0.09933774834437085,164820.69999999998,22905.603390145974,15,1149,0.31551666666666667,0,Male,South,0.31551666666666667,0
CUST00035,1,6,614300,23183.333333333332,5,3,282,57,9,6,102383.33333333333,102383.33333333333,885,68255.55555555556,0.006772009029345372,0.6,3.6666666666666665,1.2182257197607593,0.8158085158888085,349900,100.5,0.009852216748768473,0.10638297872340426,245746.69999999998,28242.532936453605,22,603,0.34276666666666666,0,Male,North,0.34276666666666666,0
CUST00036,0,2,100000,42500.0,2,1,343,43,46,2,50000.0,50000.0,1252,2173.913043478261,0.0015961691939345571,0.5,1.5,0.9150793638884732,0.7795187907884576,40000,454.5,0.0021953896816684962,0.08746355685131195,40007.2,38890.87296526011,3,909,0.50615,2,Male,West,0.50615,2
CUST00037,1,5,655050,34610.0,4,3,839,54,25,5,131010.0,131010.0,1345,26202.0,0.003714710252600297,0.75,3.6,0.9690857595921553,0.8285366393546997,349950,101.2,0.009784735812133072,0.03575685339690107,262021.5,33540.05813948449,18,506,-0.011320000000000007,1,Female,North,-0.011320000000000007,1
CUST00038,1,5,278000,25200.0,4,2,395,23,30,5,55600.0,55600.0,1352,9266.666666666666,0.003695491500369549,0.5,2.4,1.0315170686115605,0.8373891055617086,132000,191.4,0.005197505197505197,0.0759493670886076,111201.5,25994.23012901132,12,957,0.19519999999999998,0,Male,West,0.19519999999999998,0
CUST00040,1,5,151400,19440.0,4,2,20,54,33,5,30280.0,30280.0,980,4587.878787878788,0.0050968399592252805,0.5,2.2,1.4951917253260236,0.8339182783502891,69900,192.0,0.0051813471502590676,1.5,60665.0,29066.5271403379,11,960,0.08082,1,Female,East,0.08082,1
CUST00041,0,2,32000,8000.0,1,1,610,44,29,2,16000.0,16000.0,939,1103.448275862069,0.002127659574468085,1.0,2.0,0.0,0.7387961250362586,16000,164.5,0.006042296072507553,0.04918032786885246,12800.6,0.0,4,329,0.13149999999999998,0,Male,East,0.13149999999999998,0
CUST00042,1,4,316100,22512.5,4,3,255,35,11,4,79025.0,79025.0,964,28736.363636363636,0.004145077720207254,0.75,2.5,1.4234558695448332,0.7017611787184588,279900,177.25,0.005610098176718092,0.11764705882352941,126474.2,32045.550263128058,10,709,0.39605,0,Female,East,0.39605,0
CUST00043,1,5,336000,20400.0,4,2,100,38,45,5,67200.0,67200.0,1158,7466.666666666667,0.004314063848144953,0.5,3.2,0.7439038417683902,0.8521650971724832,123000,211.6,0.004703668861712136,0.3,134481.0,15175.63837207516,16,1058,0.33587999999999996,0,Male,South,0.33587999999999996,0
CUST00044,0,2,99000,18500.0,2,2,467,53,49,2,49500.0,49500.0,606,2020.408163265306,0.0032948929159802307,1.0,2.5,0.49688584623919557,0.7329942781941204,51000,69.5,0.014184397163120567,0.06423982869379015,39600.6,9192.388155425118,5,139,0.28595,2,Male,North,0.28595,2
CUST00045,1,8,898000,27625.0,5,1,223,35,1,8,112250.0,112250.0,1360,898000.0,0.005878030859662013,0.2,3.625,0.8585778030498693,0.8821581784017176,344000,142.125,0.0069868995633187774,0.13452914798206278,359245.0,23718.21180925264,29,1137,0.47753749999999995,0,Male,West,0.47753749999999995,0
CUST00046,1,1,350000,70000.0,1,1,214,34,8,1,350000.0,350000.0,214,43750.0,0.004651162790697674,1.0,5.0,1.002462093863965,0.8026357929251943,0,0.0,1.0,0.14018691588785046,140045.59999999998,17677.66952966369,5,0,0.7845,2,Male,West,0.7845,2
CUST00047,1,10,226850,13635.0,7,3,30,60,19,10,22685.0,22685.0,1419,11939.473684210527,0.007042253521126761,0.42857142857142855,2.5,1.5822445642052196,0.8936437683816091,69900,138.9,0.007147962830593281,1.0,90843.5,21573.90463293817,25,1389,0.25632,0,Male,North,0.25632,0
CUST00048,1,5,794000,36800.0,4,2,250,45,36,5,158800.0,158800.0,1319,22055.555555555555,0.003787878787878788,0.5,4.0,0.6748218801604533,0.8581848344834242,314000,213.8,0.004655493482309124,0.12,317636.0,24833.445189904684,20,1069,0.18319999999999997,2,Female,South,0.18319999999999997,2
CUST00049,1,5,362250,21410.0,4,2,54,47,47,5,72450.0,72450.0,857,7707.446808510638,0.005827505827505828,0.5,3.2,0.7840201791561376,0.8003840241794378,224750,160.6,0.006188118811881188,0.5555555555555556,144994.8,16785.872035732908,16,803,0.22469999999999998,0,Male,South,0.22469999999999998,0
CUST00050,0,3,173000,13333.333333333334,3,2,93,23,57,3,57666.666666666664,57666.666666666664,534,3035.0877192982457,0.005607476635514018,0.6666666666666666,4.0,0.8295330011518529,0.7439762527313442,113000,147.0,0.006756756756756757,0.3225806451612903,69282.5,11060.44001535804,12,441,0.3374333333333333,2,Male,West,0.3374333333333333,2
CUST00051,1,5,159400,7820.0,4,3,339,64,34,5,31880.0,31880.0,1296,4688.235294117647,0.0038550501156515036,0.75,4.2,0.7435816727991716,0.8681690574103649,59600,191.4,0.005197505197505197,0.08849557522123894,63769.3,5814.808681289523,21,957,0.24647999999999998,2,Male,South,0.24647999999999998,2
CUST00052,0,3,254000,27333.333333333332,3,1,492,54,53,3,84666.66666666667,84666.66666666667,900,4792.452830188679,0.003329633740288568,0.3333333333333333,2.6666666666666665,0.6081686653556918,0.7524180169092571,156000,136.0,0.0072992700729927005,0.06097560975609756,101600.9,16623.276853055577,8,408,0.12793333333333332,2,Female,West,0.12793333333333332,2
CUST00053,1,5,255400,13020.0,4,3,122,52,16,5,51080.0,51080.0,1454,15962.5,0.003436426116838488,0.75,3.4,0.9050343972989845,0.8164263358784337,124600,266.4,0.0037397157816005987,0.2459016393442623,102234.4,11783.547852832779,17,1332,0.27105999999999997,0,Female,West,0.27105999999999997,0
CUST00054,1,5,404300,18620.0,4,3,25,45,6,5,80860.0,80860.0,1164,67383.33333333333,0.004291845493562232,0.75,3.2,1.5785004427508067,0.7279877154497291,349950,227.8,0.00437062937062937,1.2,161823.5,29391.678244020022,16,1139,0.46264000000000005,2,Female,West,0.46264000000000005,2
CUST00055,0,3,136000,15000.0,3,2,6,32,14,3,45333.333333333336,45333.333333333336,970,9714.285714285714,0.003089598352214212,0.6666666666666666,2.6666666666666665,0.5925462944877059,0.7402512162328895,88000,321.3333333333333,0.0031023784901758017,5.0,54508.6,8888.194417315588,8,964,0.2932333333333333,2,Female,South,0.2932333333333333,2
CUST00056,0,2,60000,12000.0,2,2,589,32,32,2,30000.0,30000.0,662,1875.0,0.0030165912518853697,1.0,2.5,0.0,0.8761006569007046,12000,36.5,0.02666666666666667,0.050933786078098474,24000.6,0.0,5,73,-0.23835,0,Female,West,-0.23835,0
CUST00057,1,4,321000,26750.0,3,2,0,41,4,4,80250.0,80250.0,1219,80250.0,0.003278688524590164,0.6666666666666666,3.0,0.5092671921973694,0.8754160676294304,99000,304.75,0.003270645952575634,1.0,128510.7,13622.89739127963,12,1219,0.21992499999999998,0,Female,East,0.21992499999999998,0
CUST00058,0,4,18200,3787.5,4,3,292,61,15,4,4550.0,4550.0,1320,1213.3333333333333,0.003028009084027252,0.75,1.5,1.4906925003515914,0.7617487422331346,11900,257.0,0.003875968992248062,0.10273972602739725,7303.099999999999,5645.9978450816525,6,1028,0.5593,0,Female,North,0.5593,0
CUST00059,1,6,211400,21683.333333333332,5,2,58,40,36,6,35233.333333333336,35233.333333333336,1298,5872.222222222223,0.004618937644341801,0.4,2.6666666666666665,1.3456773630310639,0.8420282686744158,89850,206.66666666666666,0.004815409309791333,0.5172413793103449,84653.90000000001,29178.770821723567,16,1240,0.5027666666666667,0,Male,South,0.5027666666666667,0
CUST00060,0,4,149250,13012.5,4,2,163,61,52,4,37312.5,37312.5,535,2870.1923076923076,0.007462686567164179,0.5,3.5,0.7895941961186217,0.8220338089905215,74750,93.0,0.010638297872340425,0.18404907975460122,59761.799999999996,10274.594476993565,14,372,0.425125,2,Male,North,0.425125,2
CUST00061,0,2,160000,20000.0,2,1,554,32,42,2,80000.0,80000.0,637,3809.5238095238096,0.003134796238244514,0.5,4.0,0.35355339059327373,0.8497788951776651,40000,41.5,0.023529411764705882,0.05415162454873646,64000.6,7071.067811865475,8,83,0.047599999999999976,0,Female,West,0.047599999999999976,0
CUST00062,0,3,215250,23350.0,3,2,468,25,29,3,71750.0,71750.0,1178,7422.413793103448,0.002544529262086514,0.6666666666666666,4.0,0.9644702209559703,0.7698601619005098,124750,236.66666666666666,0.004207573632538569,0.0641025641025641,86100.9,22520.37965932191,12,710,0.5989333333333333,2,Female,North,0.5989333333333333,2
CUST00063,0,3,117000,20000.0,3,2,44,25,26,3,39000.0,39000.0,1084,4500.0,0.0027649769585253456,0.6666666666666666,1.6666666666666667,1.1056672193747992,0.7204511671312379,87000,346.6666666666667,0.002876318312559923,0.6818181818181818,46897.200000000004,22113.34438749598,5,1040,0.5137666666666666,2,Male,South,0.5137666666666666,2
CUST00064,1,7,422300,19157.14285714286,5,3,139,42,9,7,60328.57142857143,60328.57142857143,1357,46922.22222222222,0.005154639175257732,0.6,2.5714285714285716,1.0092804700421203,0.8630843163841759,134700,174.0,0.005714285714285714,0.2158273381294964,168989.9,19334.93014752119,18,1218,0.31425714285714285,0,Female,East,0.31425714285714285,0
CUST00065,1,4,577000,34750.0,4,2,905,54,23,4,144250.0,144250.0,1440,25086.956521739132,0.002775850104094379,0.5,3.75,0.8110055062470188,0.819605710403034,244000,133.75,0.0074211502782931356,0.03314917127071823,230801.2,28182.441342083905,15,535,0.30115,2,Male,West,0.30115,2
CUST00066,0,3,74150,11016.666666666666,3,3,1037,44,48,3,24716.666666666668,24716.666666666668,1298,1544.7916666666667,0.0023094688221709007,1.0,2.6666666666666665,1.1569398029736018,0.7483645523318389,49850,87.0,0.011363636363636364,0.02892960462873674,29660.9,12745.62016275918,8,261,0.29856666666666665,2,Female,East,0.29856666666666665,2
CUST00067,1,5,281000,24800.0,3,2,387,44,2,5,56200.0,56200.0,1430,140500.0,0.0034940600978336828,0.6666666666666666,2.4,1.0206472768217545,0.8479676869113226,128000,208.6,0.004770992366412214,0.07751937984496124,112401.5,25312.05246517951,12,1043,0.37754,2,Male,West,0.37754,2
CUST00068,0,3,57000,14000.0,2,2,12,19,38,3,19000.0,19000.0,1103,1500.0,0.002717391304347826,1.0,1.3333333333333333,0.12371791482634838,0.8552952809326367,18000,363.6666666666667,0.002742230347349177,2.5,22906.800000000003,1732.0508075688772,4,1091,0.5551,2,Male,South,0.5551,2
CUST00069,0,2,237000,28500.0,2,2,144,39,55,2,118500.0,118500.0,858,4309.090909090909,0.002328288707799767,1.0,3.0,0.8187552203212656,0.6114334267772221,213000,357.0,0.002793296089385475,0.20833333333333334,94866.90000000001,23334.52377915607,6,714,-0.15445,0,Male,West,-0.15445,0
CUST00070,0,3,42200,5033.333333333333,3,3,560,48,22,3,14066.666666666666,14066.666666666666,1090,1918.1818181818182,0.002749770852428964,1.0,2.3333333333333335,1.232802402285365,0.687129393522364,35800,176.66666666666666,0.005628517823639775,0.05357142857142857,16880.9,6205.105424836336,7,530,0.17176666666666662,2,Male,North,0.17176666666666662,2
CUST00071,0,4,81300,7525.0,4,3,115,39,39,4,20325.0,20325.0,1460,2084.6153846153848,0.0027378507871321013,0.75,2.5,0.9443868570080016,0.7809169140263295,47700,336.25,0.0029651593773165306,0.2608695652173913,32596.2,7106.511098985212,10,1345,0.19799999999999998,2,Female,North,0.19799999999999998,2
CUST00072,1,4,688000,43250.0,3,2,134,34,44,4,172000.0,172000.0,1174,15636.363636363636,0.003404255319148936,0.6666666666666666,3.0,0.731984560382739,0.8033143502957346,342000,260.0,0.0038314176245210726,0.22388059701492538,275270.5,31658.33223655346,12,1040,0.33030000000000004,2,Male,West,0.33030000000000004,2
CUST00073,0,2,87000,13500.0,2,1,226,31,49,2,43500.0,43500.0,1354,1775.5102040816328,0.0014760147601476014,0.5,3.0,0.15713484026367722,0.6613569222520429,63000,564.0,0.0017699115044247787,0.13274336283185842,34842.299999999996,2121.3203435596424,6,1128,-0.15445,0,Male,East,-0.15445,0
CUST00074,1,4,289250,15262.5,3,3,519,25,53,4,72312.5,72312.5,1020,5457.547169811321,0.0039177277179236044,1.0,4.5,1.3219403905528588,0.7372370479031677,224750,125.25,0.007920792079207921,0.057803468208092484,115701.2,20176.115210813008,18,501,0.238925,0,Female,North,0.238925,0
CUST00075,1,4,215650,17537.5,4,2,49,37,11,4,53912.5,53912.5,1245,19604.545454545456,0.0032102728731942215,0.5,4.0,1.2404483301096747,0.7725074498756721,124750,299.0,0.0033333333333333335,0.6122448979591837,86356.0,21754.36258929842,16,1196,-0.39280000000000004,0,Male,North,-0.39280000000000004,0
CUST00076,0,4,135000,15250.0,3,2,68,51,34,4,33750.0,33750.0,856,3970.5882352941176,0.004667444574095682,0.6666666666666666,2.0,0.4262295081967213,0.8194913086617477,63000,197.0,0.005050505050505051,0.4411764705882353,54090.299999999996,6500.0,8,788,0.07882499999999998,1,Female,West,0.07882499999999998,1
CUST00077,1,3,240400,19033.333333333332,3,3,10,61,8,3,80133.33333333333,80133.33333333333,1071,30050.0,0.002798507462686567,1.0,4.333333333333333,1.2221520796846363,0.7243646087660569,179600,353.6666666666667,0.002819548872180451,3.0,96267.4,23261.62791666424,13,1061,0.0,1,Male,East,0.0,1
CUST00078,0,3,105300,20033.333333333332,3,2,782,42,58,3,35100.0,35100.0,818,1815.5172413793102,0.003663003663003663,0.6666666666666666,2.0,1.1415607053338102,0.6863978901453213,89700,12.0,0.07692307692307693,0.03836317135549872,42120.9,22869.26613018733,6,36,0.4336333333333333,2,Female,East,0.4336333333333333,2
CUST00079,0,1,50000,25000.0,1,1,137,46,28,1,50000.0,50000.0,137,1785.7142857142858,0.007246376811594203,1.0,2.0,1.002462093863965,0.8026357929251943,0,0.0,1.0,0.21897810218978103,20068.7,17677.66952966369,2,0,0.4404,2,Male,West,0.4404,2
CUST00080,1,2,366000,39000.0,2,2,1225,30,53,2,183000.0,183000.0,1378,6905.66037735849,0.0014503263234227702,1.0,3.5,1.124118472655537,0.6077980843796424,334000,76.5,0.012903225806451613,0.024489795918367346,146400.6,43840.62043356595,7,153,0.5719,2,Male,West,0.5719,2
CUST00081,1,5,349600,16440.0,4,3,420,22,50,5,69920.0,69920.0,1135,6992.0,0.0044014084507042256,0.75,3.4,1.1551781939338848,0.7848053161980583,224800,143.0,0.006944444444444444,0.07142857142857142,139841.5,18991.129508273065,17,715,0.45299999999999996,0,Female,East,0.45299999999999996,0
CUST00082,1,5,198200,11010.0,5,2,390,56,20,5,39640.0,39640.0,1410,9910.0,0.003543586109142452,0.4,3.8,0.9047411196131268,0.8507850863082437,74800,204.0,0.004878048780487805,0.07692307692307693,79281.5,9961.199726940526,19,1020,0.34014,2,Female,West,0.34014,2
CUST00083,0,3,34050,9350.0,3,2,59,46,44,3,11350.0,11350.0,1166,773.8636363636364,0.002570694087403599,0.6666666666666666,1.6666666666666667,1.4581094273668946,0.7292795155530409,24950,369.0,0.002702702702702703,0.5084745762711864,13712.699999999999,13633.323145880464,5,1107,0.23446666666666668,0,Male,North,0.23446666666666668,0
CUST00084,0,6,108150,7183.333333333333,4,2,49,35,41,6,18025.0,18025.0,803,2637.8048780487807,0.007462686567164179,0.5,2.3333333333333335,1.3602906143932616,0.7910452380845787,74950,125.66666666666667,0.007894736842105263,0.6122448979591837,43356.600000000006,9771.420913391596,14,754,0.043649999999999994,0,Male,West,0.043649999999999994,0
CUST00085,0,5,105200,9030.0,3,2,236,62,12,5,21040.0,21040.0,1083,8766.666666666666,0.004612546125461255,0.6666666666666666,2.0,0.9052910614014598,0.8076279834322931,59900,169.4,0.005868544600938967,0.1271186440677966,42120.2,8174.778284455182,10,847,0.5173,2,Male,West,0.5173,2
CUST00086,0,2,16000,8000.0,1,1,548,56,40,2,8000.0,8000.0,648,400.0,0.0030816640986132513,1.0,1.0,0.0,1.0,0,50.0,0.0196078431372549,0.05474452554744526,6400.6,0.0,2,100,0.2202,2,Female,East,0.2202,2
CUST00087,1,2,312000,39000.0,2,2,309,29,31,2,156000.0,156000.0,1326,10064.516129032258,0.0015071590052750565,1.0,4.0,1.124118472655537,0.6401805877419164,248000,508.5,0.001962708537782139,0.0970873786407767,124817.40000000001,43840.62043356595,8,1017,0.06575,1,Female,South,0.06575,1
CUST00088,0,4,96200,10525.0,3,2,181,40,9,4,24050.0,24050.0,456,10688.888888888889,0.0087527352297593,0.6666666666666666,2.25,0.6738646591115219,0.8259747711301487,44800,68.75,0.014336917562724014,0.16574585635359115,38536.399999999994,7092.425537148769,9,275,0.5005,2,Male,East,0.5005,2
CUST00089,0,1,60000,12000.0,1,1,1189,33,49,1,60000.0,60000.0,1189,1224.4897959183672,0.0008403361344537816,1.0,5.0,1.002462093863965,0.8026357929251943,0,0.0,1.0,0.025231286795626577,24000.3,17677.66952966369,5,0,0.4201,2,Male,East,0.4201,2
