customer_id,purchase_frequency,total_spend,total_spend_std,total_spend_min,total_spend_max,avg_price,price_std,price_min,price_max,avg_quantity,quantity_std,total_quantity,unique_products,unique_categories,last_purchase_date_max,sale_date_min,sale_date_max,age,gender,region,segment,tenure_months,churn,num_purchases,recency_days,days_since_first_purchase,customer_lifetime_days,spend_per_month,spend_per_visit,average_purchase_value,monetary_per_month,purchase_intensity,category_diversity_ratio,avg_items_per_purchase,price_sensitivity,spending_consistency,purchase_value_range,days_between_purchases,purchase_regularity,recent_activity_ratio,customer_value_score,feedback_sentiment,sentiment_encoded,persona,pca1_personas,pca2_personas,persona_type,persona_type_detailed,final_persona_type,classification_confidence,alternative_persona
CUST00011,6,136550,18224.171220296044,50,40000,7358.333333333333,5850.505676150282,50,12000,3.1666666666666665,1.6020819787597222,19,5,3,2023-06-10,2020-03-01,2023-11-15,46,Male,South,Corporate,1,1,6,46,1400,1354,136550.0,22758.333333333332,22758.333333333332,136550.0,0.004282655246252677,0.6,3.1666666666666665,0.7950857091030961,0.8822531493684636,39950,225.66666666666666,0.004411764705882353,0.6521739130434783,54717.5,0.3395333333333333,2,0,1.4825159265486707,-3.2750826657850367,Loyal Customers,Potential Loyalists,Loyal Customers,Medium,Potential Loyalists
CUST00012,4,219400,54975.96444507969,400,125000,26775.0,30558.182210334435,100,70000,3.0,1.8257418583505538,12,4,2,2023-04-25,2021-02-18,2022-05-28,34,Male,North,Small Business,51,0,4,582,1046,464,4301.9607843137255,54850.0,54850.0,4301.9607843137255,0.0038204393505253103,0.5,3.0,1.1412953206474112,0.7996327245490779,124600,116.0,0.008547008547008548,0.05154639175257732,87761.2,0.047599999999999976,1,1,0.12063470181468507,0.6574706038417463,Champions,Potential Loyalists,Champions,Medium,Potential Loyalists
CUST00013,1,50,49373.730996350685,50,50,50.0,17677.66952966369,50,50,1.0,1.3662601021279464,1,1,1,2023-01-21,2023-05-16,2023-05-16,39,Male,South,Corporate,35,0,1,229,229,0,1.4285714285714286,50.0,50.0,1.4285714285714286,0.004347826086956522,1.0,1.0,1.002462093863965,0.8026357929251943,0,0.0,1.0,0.13100436681222707,61.099999999999994,-0.3089,0,2,-6.112095392736659,0.3536065816840766,At Risk,At Risk,At Risk,High,
CUST00014,6,766000,148654.85752798885,6000,350000,39500.0,33572.31001882355,3000,70000,2.8333333333333335,1.7224014243685084,17,4,2,2023-03-16,2020-02-25,2022-10-08,55,Male,East,Small Business,38,1,6,449,1405,956,20157.894736842107,127666.66666666667,127666.66666666667,20157.894736842107,0.004267425320056899,0.5,2.8333333333333335,0.8499318992107228,0.8374743693705908,344000,159.33333333333334,0.0062370062370062365,0.066815144766147,306401.8,0.32085,2,1,4.70973293321942,2.975688440954281,Champions,Loyal Customers,Champions,Medium,Loyal Customers
CUST00015,2,490000,49497.474683058324,210000,280000,70000.0,0.0,70000,70000,3.5,0.7071067811865476,7,1,1,2023-03-09,2022-01-25,2022-04-21,46,Female,West,Corporate,40,0,2,619,705,86,12250.0,245000.0,245000.0,12250.0,0.0028328611898017,1.0,3.5,0.0,0.9082526295194675,70000,43.0,0.022727272727272728,0.048465266558966075,196000.6,0.06575,1,1,-0.1972216514777396,7.075553049950074,Champions,Potential Loyalists,Champions,Medium,Potential Loyalists
CUST00016,2,45100,31749.094475275982,100,45000,7550.0,10535.891039679558,100,15000,2.0,1.4142135623730951,4,2,2,2023-10-28,2022-08-06,2022-11-14,29,Female,East,Consumer,9,0,2,412,512,100,5011.111111111111,22550.0,22550.0,5011.111111111111,0.003898635477582846,1.0,2.0,1.3954822569111998,0.5868644296714471,44900,50.0,0.0196078431372549,0.07281553398058252,18040.6,-0.01815,1,3,-4.18272896128395,-0.08823629997383398,Potential Loyalists,At Risk,Potential Loyalists,Medium,At Risk
CUST00017,5,150400,21494.929634683616,400,60000,9420.0,5773.387220687696,100,15000,3.4,1.140175425099138,17,5,3,2023-06-12,2020-01-29,2022-09-04,63,Male,West,Consumer,51,1,5,483,1432,949,2949.0196078431372,30080.0,30080.0,2949.0196078431372,0.0034891835310537334,0.6,3.4,0.6128861168458276,0.8749530909354609,59600,189.8,0.0052410901467505235,0.062111801242236024,60161.5,0.09579999999999997,1,0,0.4991872287308725,-2.48149344953586,Loyal Customers,Potential Loyalists,Loyal Customers,Medium,Potential Loyalists
CUST00018,7,441150,78050.32488264039,150,225000,15721.42857142857,14921.233671708056,50,45000,3.4285714285714284,1.2724180205607034,24,5,3,2023-10-24,2020-05-17,2022-12-05,57,Female,North,Consumer,7,0,7,391,1323,932,63021.42857142857,63021.42857142857,63021.42857142857,63021.42857142857,0.005287009063444109,0.6,3.4285714285714284,0.9491016419986951,0.8496720415183044,224850,133.14285714285714,0.007454739084132056,0.07672634271099744,176462.1,0.4497285714285714,0,0,3.473510120934729,-1.0350486770269143,Loyal Customers,Loyal Customers,Loyal Customers,High,
CUST00019,5,647300,151826.90143713003,300,350000,27020.0,29506.81277264625,100,70000,4.0,1.0,20,5,3,2023-02-23,2020-09-02,2022-06-30,37,Male,South,Consumer,7,0,5,549,1215,666,92471.42857142857,129460.0,129460.0,92471.42857142857,0.004111842105263158,0.6,4.0,1.0920360019484179,0.8100090221414292,349700,133.2,0.00745156482861401,0.0546448087431694,258921.5,0.42196,2,1,4.187683062359154,2.5488950183767156,Champions,Loyal Customers,Champions,Medium,Loyal Customers
CUST00020,5,99500,17686.152775547314,500,45000,9620.0,7437.87604091383,100,15000,2.8,1.4832396974191326,14,3,2,2023-08-07,2020-04-27,2023-12-06,36,Female,West,Corporate,55,0,5,25,1343,1318,1809.090909090909,19900.0,19900.0,1809.090909090909,0.003720238095238095,0.6666666666666666,2.8,0.7731679876209803,0.8490764279170209,44500,263.6,0.0037792894935752075,1.2,39903.5,0.30462,2,3,-0.2609329864765319,-2.5551198066518834,Potential Loyalists,Potential Loyalists,Potential Loyalists,High,
CUST00021,6,255700,73658.92116143616,50,180000,10050.0,18132.898279094825,50,45000,2.8333333333333335,2.0412414523193148,17,4,2,2023-04-18,2021-03-21,2023-11-06,56,Female,West,Corporate,37,0,6,55,1015,960,6910.810810810811,42616.666666666664,42616.666666666664,6910.810810810811,0.005905511811023622,0.5,2.8333333333333335,1.804268485482072,0.7763566843682609,179950,160.0,0.006211180124223602,0.5454545454545454,102374.8,0.5428333333333333,0,0,1.4280467675931474,-1.4263108108045464,Loyal Customers,Loyal Customers,Loyal Customers,High,
CUST00022,8,301850,70666.31313787356,150,210000,16781.25,23253.693063069113,50,70000,2.375,1.0606601717798212,19,6,3,2023-07-28,2021-05-05,2023-11-25,25,Female,South,Consumer,41,1,8,36,970,934,7362.195121951219,37731.25,37731.25,7362.195121951219,0.008238928939237899,0.5,2.375,1.38569493113261,0.8103000844644381,209850,116.75,0.008492569002123142,0.8333333333333334,120841.09999999999,0.49851249999999997,0,0,3.0393939467776905,-2.099753257249536,Loyal Customers,Loyal Customers,Loyal Customers,High,
CUST00023,7,605300,120750.35837470234,100,350000,22442.85714285714,25798.036562424484,50,70000,3.5714285714285716,1.2724180205607036,25,5,2,2023-09-24,2020-04-12,2022-09-18,61,Female,East,Consumer,6,0,7,469,1358,889,100883.33333333333,86471.42857142857,86471.42857142857,100883.33333333333,0.0051508462104488595,0.4,3.5714285714285716,1.1494987647165589,0.8336887283617521,349900,127.0,0.0078125,0.06396588486140725,242122.1,0.07224285714285714,0,0,4.846584911731848,0.7852258620544473,Loyal Customers,Loyal Customers,Loyal Customers,High,
CUST00025,3,550000,112398.10200058244,60000,280000,51666.666666666664,31754.26480542942,15000,70000,3.6666666666666665,0.5773502691896257,11,2,1,2023-03-22,2020-06-07,2022-08-19,23,Male,West,Consumer,24,1,3,499,1302,803,22916.666666666668,183333.33333333334,183333.33333333334,22916.666666666668,0.0023023791250959325,0.5,3.6666666666666665,0.6145986736534726,0.8303163887983428,220000,267.6666666666667,0.003722084367245657,0.06012024048096192,220000.9,0.48423333333333335,0,1,2.397552754062833,5.185611156354042,Champions,Potential Loyalists,Champions,Medium,Potential Loyalists
CUST00026,5,523700,146267.65876296783,300,350000,21440.0,29028.658253525944,100,70000,4.2,0.8366600265340753,21,4,3,2023-02-24,2020-06-14,2022-11-18,51,Female,East,Consumer,5,0,5,408,1295,887,104740.0,104740.0,104740.0,104740.0,0.0038580246913580245,0.75,4.2,1.3539486125711728,0.7816795231085673,349700,177.4,0.005605381165919282,0.07352941176470588,209481.5,0.55472,2,1,3.501596190577636,1.569931057606412,Champions,Loyal Customers,Champions,Medium,Loyal Customers
CUST00027,5,236200,91159.13558168484,200,210000,16820.0,29864.058665894696,100,70000,2.4,1.6733200530681511,12,4,3,2023-01-19,2021-11-18,2023-11-14,64,Female,South,Corporate,25,0,5,47,773,726,9448.0,47240.0,47240.0,9448.0,0.006459948320413436,0.75,2.4,1.7755088386382103,0.7215317195296717,209800,145.2,0.006839945280437757,0.6382978723404256,94576.9,0.63724,2,0,0.6611484418881431,-0.4482935080524713,Loyal Customers,Loyal Customers,Loyal Customers,High,
CUST00028,5,468000,144231.7579453291,6000,350000,21000.0,27640.549922170507,3000,70000,3.6,1.51657508881031,18,5,2,2023-09-03,2020-06-26,2023-10-15,63,Male,South,Small Business,50,0,5,77,1283,1206,9360.0,93600.0,93600.0,9360.0,0.003894080996884735,0.4,3.6,1.3162166629605003,0.764416405922202,344000,241.2,0.004128819157720892,0.38961038961038963,187287.9,0.054299999999999994,1,0,3.535732493024523,0.7345266051264648,Loyal Customers,Champions,Loyal Customers,Medium,Champions
CUST00029,5,499300,148789.27380695156,300,350000,23820.0,27276.583363757272,100,70000,3.0,2.0,15,4,3,2023-02-21,2020-07-15,2022-04-24,42,Female,North,Consumer,38,1,5,616,1264,648,13139.473684210527,99860.0,99860.0,13139.473684210527,0.003952569169960474,0.75,3.0,1.1451126517110526,0.7704185521649723,349700,129.6,0.007656967840735069,0.048701298701298704,199721.5,0.1815,0,1,2.556924739442168,1.5042749908508564,Champions,Loyal Customers,Champions,Medium,Loyal Customers
CUST00030,5,357000,44523.027749693756,12000,125000,20400.0,6387.487769068524,12000,25000,3.2,1.4832396974191326,16,3,2,2023-11-20,2020-06-07,2023-06-28,62,Male,West,Small Business,20,1,5,186,1302,1116,17850.0,71400.0,71400.0,17850.0,0.003837298541826554,0.6666666666666666,3.2,0.3131121455425747,0.8891146343480727,113000,223.2,0.0044603033006244425,0.16129032258064516,142855.2,0.42669999999999997,2,0,1.2291799163251134,-0.28979665061428417,Loyal Customers,Loyal Customers,Loyal Customers,High,
CUST00031,4,139150,31413.064559192564,150,75000,10262.5,10515.494519992866,50,25000,3.5,1.0,14,3,3,2023-11-11,2020-09-09,2023-12-28,41,Male,South,Small Business,25,1,4,3,1208,1205,5566.0,34787.5,34787.5,5566.0,0.0033085194375516956,1.0,3.5,1.0246523283793292,0.8158272739741322,74850,301.25,0.0033085194375516956,10.0,55769.799999999996,0.331325,2,3,-0.11144411363373767,-2.3150755774484546,Potential Loyalists,Potential Loyalists,Potential Loyalists,High,
CUST00032,1,400,49373.730996350685,400,400,100.0,17677.66952966369,100,100,4.0,1.3662601021279464,4,1,1,2023-08-23,2022-04-29,2022-04-29,31,Female,East,Corporate,10,0,1,611,611,0,40.0,400.0,400.0,40.0,0.0016339869281045752,1.0,4.0,1.002462093863965,0.8026357929251943,0,0.0,1.0,0.049099836333878884,160.3,0.4404,2,2,-5.773911094523104,0.914921914122393,At Risk,At Risk,At Risk,High,
CUST00033,2,60500,42072.85348059958,500,60000,7550.0,10535.891039679558,100,15000,4.5,0.7071067811865476,9,2,2,2023-11-18,2020-06-21,2022-05-27,59,Female,South,Consumer,47,0,2,583,1288,705,1287.2340425531916,30250.0,30250.0,1287.2340425531916,0.0015515903801396431,1.0,4.5,1.3954822569111998,0.589824675311805,59500,352.5,0.002828854314002829,0.051457975986277875,24200.6,0.05559999999999998,1,3,-2.761971250181806,-0.5685512923735079,Potential Loyalists,At Risk,Potential Loyalists,Medium,At Risk
CUST00034,6,412000,51290.02502111562,12000,140000,30333.333333333332,22905.603390145974,12000,70000,2.5,1.51657508881031,15,5,1,2023-05-22,2020-01-10,2023-03-04,51,Male,South,Corporate,42,0,6,302,1451,1149,9809.52380952381,68666.66666666667,68666.66666666667,9809.52380952381,0.004132231404958678,0.2,2.5,0.7551297820927244,0.889291756241076,128000,191.5,0.005194805194805195,0.09933774834437085,164820.69999999998,0.31551666666666667,0,0,2.7964220099943407,0.03613391903703563,Loyal Customers,Loyal Customers,Loyal Customers,High,
CUST00035,6,614300,138695.32676578063,100,350000,23183.333333333332,28242.532936453605,50,70000,3.6666666666666665,1.3662601021279464,22,5,3,2023-03-14,2021-07-29,2023-03-24,57,Male,North,Small Business,9,0,6,282,885,603,68255.55555555556,102383.33333333333,102383.33333333333,68255.55555555556,0.006772009029345372,0.6,3.6666666666666665,1.2182257197607593,0.8158085158888085,349900,100.5,0.009852216748768473,0.10638297872340426,245746.69999999998,0.34276666666666666,0,0,4.1719449650122415,1.4344943149590879,Loyal Customers,Loyal Customers,Loyal Customers,High,
CUST00036,2,100000,28284.2712474619,30000,70000,42500.0,38890.87296526011,15000,70000,1.5,0.7071067811865476,3,2,1,2023-06-07,2020-07-27,2023-01-22,43,Male,West,Consumer,46,1,2,343,1252,909,2173.913043478261,50000.0,50000.0,2173.913043478261,0.0015961691939345571,0.5,1.5,0.9150793638884732,0.7795187907884576,40000,454.5,0.0021953896816684962,0.08746355685131195,40007.2,0.50615,2,3,-1.4601384286002328,1.314074772636818,Potential Loyalists,At Risk,Potential Loyalists,Medium,At Risk
CUST00037,5,655050,135560.78157048227,50,350000,34610.0,33540.05813948449,50,70000,3.6,1.9493588689617927,18,4,3,2023-12-12,2020-04-25,2021-09-13,54,Female,North,Corporate,25,0,5,839,1345,506,26202.0,131010.0,131010.0,26202.0,0.003714710252600297,0.75,3.6,0.9690857595921553,0.8285366393546997,349950,101.2,0.009784735812133072,0.03575685339690107,262021.5,-0.011320000000000007,1,1,3.6235143496518845,3.0814191727953855,Champions,Loyal Customers,Champions,Medium,Loyal Customers
CUST00038,5,278000,53984.2569644151,8000,140000,25200.0,25994.23012901132,8000,70000,2.4,1.6733200530681511,12,4,2,2023-02-08,2020-04-18,2022-12-01,23,Male,West,Corporate,30,0,5,395,1352,957,9266.666666666666,55600.0,55600.0,9266.666666666666,0.003695491500369549,0.5,2.4,1.0315170686115605,0.8373891055617086,132000,191.4,0.005197505197505197,0.0759493670886076,111201.5,0.19519999999999998,0,0,1.232922041589189,-0.25197294885335864,Loyal Customers,Potential Loyalists,Loyal Customers,Medium,Potential Loyalists
CUST00040,5,151400,30152.562080194777,100,70000,19440.0,29066.5271403379,100,70000,2.2,1.0954451150103321,11,4,2,2023-11-27,2021-04-25,2023-12-11,54,Female,East,Corporate,33,0,5,20,980,960,4587.878787878788,30280.0,30280.0,4587.878787878788,0.0050968399592252805,0.5,2.2,1.4951917253260236,0.8339182783502891,69900,192.0,0.0051813471502590676,1.5,60665.0,0.08082,1,0,0.3754464268136397,-1.3213468517727658,Loyal Customers,Potential Loyalists,Loyal Customers,Medium,Potential Loyalists
CUST00041,2,32000,11313.70849898476,8000,24000,8000.0,0.0,8000,8000,2.0,1.4142135623730951,4,1,1,2023-09-21,2021-06-05,2022-04-30,44,Male,East,Consumer,29,1,2,610,939,329,1103.448275862069,16000.0,16000.0,1103.448275862069,0.002127659574468085,1.0,2.0,0.0,0.7387961250362586,16000,164.5,0.006042296072507553,0.04918032786885246,12800.6,0.13149999999999998,0,3,-4.465426087831943,-0.35073294716442,Potential Loyalists,At Risk,Potential Loyalists,Medium,At Risk
CUST00042,4,316100,134338.13990573687,100,280000,22512.5,32045.550263128058,50,70000,2.5,1.2909944487358056,10,4,3,2023-11-18,2021-05-11,2023-04-20,35,Female,East,Corporate,11,0,4,255,964,709,28736.363636363636,79025.0,79025.0,28736.363636363636,0.004145077720207254,0.75,2.5,1.4234558695448332,0.7017611787184588,279900,177.25,0.005610098176718092,0.11764705882352941,126474.2,0.39605,0,1,1.128783747345546,0.921695457141665,Champions,Potential Loyalists,Champions,Medium,Potential Loyalists
CUST00043,5,336000,58289.79327463771,12000,135000,20400.0,15175.63837207516,8000,45000,3.2,1.7888543819998317,16,4,2,2023-02-08,2020-10-29,2023-09-22,38,Male,South,Consumer,45,0,5,100,1158,1058,7466.666666666667,67200.0,67200.0,7466.666666666667,0.004314063848144953,0.5,3.2,0.7439038417683902,0.8521650971724832,123000,211.6,0.004703668861712136,0.3,134481.0,0.33587999999999996,0,0,1.6147656343456125,-0.44553286396545955,Loyal Customers,Loyal Customers,Loyal Customers,High,
CUST00044,2,99000,36062.44584051392,24000,75000,18500.0,9192.388155425118,12000,25000,2.5,0.7071067811865476,5,2,2,2023-02-06,2022-05-04,2022-09-20,53,Male,North,Corporate,49,0,2,467,606,139,2020.408163265306,49500.0,49500.0,2020.408163265306,0.0032948929159802307,1.0,2.5,0.49688584623919557,0.7329942781941204,51000,69.5,0.014184397163120567,0.06423982869379015,39600.6,0.28595,2,3,-3.4818898861238394,0.861847686317855,Potential Loyalists,At Risk,Potential Loyalists,Medium,At Risk
CUST00045,8,898000,119958.02837421333,6000,350000,27625.0,23718.21180925264,3000,70000,3.625,1.4078859531733587,29,5,1,2023-04-05,2020-04-10,2023-05-22,35,Male,West,Small Business,1,0,8,223,1360,1137,898000.0,112250.0,112250.0,898000.0,0.005878030859662013,0.2,3.625,0.8585778030498693,0.8821581784017176,344000,142.125,0.0069868995633187774,0.13452914798206278,359245.0,0.47753749999999995,0,0,8.385631912062955,2.6246347284360585,Loyal Customers,Loyal Customers,Loyal Customers,High,
CUST00046,1,350000,49373.730996350685,350000,350000,70000.0,17677.66952966369,70000,70000,5.0,1.3662601021279464,5,1,1,2023-04-08,2023-05-31,2023-05-31,34,Male,West,Corporate,8,0,1,214,214,0,43750.0,350000.0,350000.0,43750.0,0.004651162790697674,1.0,5.0,1.002462093863965,0.8026357929251943,0,0.0,1.0,0.14018691588785046,140045.59999999998,0.7845,2,1,-0.9064641232197876,10.267754743122191,Champions,Potential Loyalists,Champions,Medium,Potential Loyalists
CUST00047,10,226850,26998.354373718572,100,70000,13635.0,21573.90463293817,50,70000,2.5,1.649915822768611,25,7,3,2023-12-15,2020-02-11,2023-12-01,60,Male,North,Corporate,19,0,10,30,1419,1389,11939.473684210527,22685.0,22685.0,11939.473684210527,0.007042253521126761,0.42857142857142855,2.5,1.5822445642052196,0.8936437683816091,69900,138.9,0.007147962830593281,1.0,90843.5,0.25632,0,0,4.184999117229724,-4.221777084860293,Loyal Customers,Loyal Customers,Loyal Customers,High,
CUST00048,5,794000,131208.61252219687,36000,350000,36800.0,24833.445189904684,12000,70000,4.0,1.0,20,4,2,2023-06-03,2020-05-21,2023-04-25,45,Female,South,Corporate,36,0,5,250,1319,1069,22055.555555555555,158800.0,158800.0,22055.555555555555,0.003787878787878788,0.5,4.0,0.6748218801604533,0.8581848344834242,314000,213.8,0.004655493482309124,0.12,317636.0,0.18319999999999997,2,1,4.880410576359599,3.370535893447578,Champions,Loyal Customers,Champions,Medium,Loyal Customers
CUST00049,5,362250,90345.24060513648,250,225000,21410.0,16785.872035732908,50,45000,3.2,1.7888543819998317,16,4,2,2023-12-23,2021-08-26,2023-11-07,47,Male,South,Corporate,47,0,5,54,857,803,7707.446808510638,72450.0,72450.0,7707.446808510638,0.005827505827505828,0.5,3.2,0.7840201791561376,0.8003840241794378,224750,160.6,0.006188118811881188,0.5555555555555556,144994.8,0.22469999999999998,0,0,1.6649894133712295,0.2795875042772087,Loyal Customers,Champions,Loyal Customers,Medium,Champions
CUST00050,3,173000,59534.30383680768,12000,125000,13333.333333333334,11060.44001535804,3000,25000,4.0,1.0,12,3,2,2023-02-20,2022-07-15,2023-09-29,23,Male,West,Corporate,57,0,3,93,534,441,3035.0877192982457,57666.666666666664,57666.666666666664,3035.0877192982457,0.005607476635514018,0.6666666666666666,4.0,0.8295330011518529,0.7439762527313442,113000,147.0,0.006756756756756757,0.3225806451612903,69282.5,0.3374333333333333,2,3,-1.3016459753108816,0.3495474859497615,Potential Loyalists,At Risk,Potential Loyalists,Medium,At Risk
CUST00051,5,159400,24204.792913801182,400,60000,7820.0,5814.808681289523,100,12000,4.2,0.8366600265340756,21,4,3,2023-12-01,2020-06-13,2023-01-26,64,Male,South,Small Business,34,0,5,339,1296,957,4688.235294117647,31880.0,31880.0,4688.235294117647,0.0038550501156515036,0.75,4.2,0.7435816727991716,0.8681690574103649,59600,191.4,0.005197505197505197,0.08849557522123894,63769.3,0.24647999999999998,2,3,0.40514382201912275,-2.2523738659631634,Potential Loyalists,Potential Loyalists,Potential Loyalists,High,
CUST00052,3,254000,83578.30659527228,24000,180000,27333.333333333332,16623.276853055577,12000,45000,2.6666666666666665,1.1547005383792517,8,3,1,2023-03-22,2021-07-14,2022-08-26,54,Female,West,Corporate,53,0,3,492,900,408,4792.452830188679,84666.66666666667,84666.66666666667,4792.452830188679,0.003329633740288568,0.3333333333333333,2.6666666666666665,0.6081686653556918,0.7524180169092571,156000,136.0,0.0072992700729927005,0.06097560975609756,101600.9,0.12793333333333332,2,1,-0.6766287831351799,1.9535015552465982,Champions,Potential Loyalists,Champions,Medium,Potential Loyalists
CUST00053,5,255400,57426.753347198726,400,125000,13020.0,11783.547852832779,100,25000,3.4,1.3416407864998738,17,4,3,2023-06-05,2020-01-07,2023-08-31,52,Female,West,Consumer,16,0,5,122,1454,1332,15962.5,51080.0,51080.0,15962.5,0.003436426116838488,0.75,3.4,0.9050343972989845,0.8164263358784337,124600,266.4,0.0037397157816005987,0.2459016393442623,102234.4,0.27105999999999997,0,0,1.4621081374035108,-1.8094183617983934,Loyal Customers,Loyal Customers,Loyal Customers,High,
